landing_site,fishing_date,fishing_ground,english_name,scientific_name,group,tl,fl,wt,area
Deep Sea,NA,Chundo Milangoni Kaskazini,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,58,3,Mainland
Kunduchi,NA,Karage,Yellowfin Tuna,Thunnus albacares,Tuna,NA,90,13,Mainland
Kunduchi,NA,Karage,Yellowfin Tuna,Thunnus albacares,Tuna,NA,96.1,14.5,Mainland
Kunduchi,NA,Karage,Yellowfin Tuna,Thunnus albacares,Tuna,NA,103.1,20,Mainland
Kunduchi,NA,Karage,Yellowfin Tuna,Thunnus albacares,Tuna,NA,97.5,15,Mainland
Kunduchi,NA,Karage,Yellowfin Tuna,Thunnus albacares,Tuna,NA,104.3,21,Mainland
Kunduchi,2024-01-15,Karage,Yellowfin Tuna,Thunnus albacares,Tuna,NA,104.5,18.5,Mainland
Kunduchi,2024-01-15,Karage,Yellowfin Tuna,Thunnus albacares,Tuna,NA,94.6,18.5,Mainland
Jimbiza,2024-01-25,Lwanje,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,112,23,Mainland
Jimbiza,2024-01-25,Lwanje,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,112,25,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,81,10,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,83,13,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,88,16,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,82,10,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,82,10,Mainland
Wete,2024-01-15,Kundeni Chini,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,60,3,Zanzibar
Wete,2024-01-15,Chundo Milangni Kaskazini,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,54,2,Zanzibar
Wete,2024-01-15,Kashani chini,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,60,3,Zanzibar
Other,2024-01-15,EEZ,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,62,3,Mainland
Wete,2024-01-17,Chundo Milangni Kaskazini,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,51,2,Zanzibar
Other,2024-01-22,EEZ,Bigeye Tuna,Thunnus obesus,Tuna,NA,59,3,Mainland
Wete,2024-01-25,Chundo Milangni Kaskazini,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,54,2,Zanzibar
Feri,2024-01-15,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,79,13,Mainland
Feri,2024-01-15,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,86,15,Mainland
Feri,2024-01-15,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,94,22,Mainland
Feri,2024-01-15,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,87,17,Mainland
Feri,2024-01-22,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,86,16,Mainland
Feri,2024-01-22,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,89,19,Mainland
Feri,2024-01-22,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,78,14,Mainland
Feri,2024-01-22,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,87,16,Mainland
Feri,2024-01-22,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,97,20,Mainland
Feri,2024-01-25,Vyulu 2,Bigeye Tuna,Thunnus obesus,Tuna,NA,77,12,Mainland
Feri,2024-01-25,Vyulu 2,Bigeye Tuna,Thunnus obesus,Tuna,NA,86,14,Mainland
Feri,2024-01-25,Vyulu 2,Bigeye Tuna,Thunnus obesus,Tuna,NA,93,19,Mainland
Feri,2024-01-25,Vyulu 2,Bigeye Tuna,Thunnus obesus,Tuna,NA,88,16,Mainland
Feri,2024-01-25,Vyulu 2,Bigeye Tuna,Thunnus obesus,Tuna,NA,96,23,Mainland
Feri,2024-01-29,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,79,13,Mainland
Feri,2024-01-29,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,83,14,Mainland
Feri,2024-01-29,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,83,14,Mainland
Feri,2024-01-29,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,78,13,Mainland
Feri,2024-01-29,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,89,15,Mainland
Feri,2024-01-29,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,78,14,Mainland
Feri,2024-01-29,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,84,17,Mainland
Feri,2024-01-29,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,96,21,Mainland
Feri,2024-01-29,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,82,15,Mainland
Feri,2024-01-29,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,109,24,Mainland
Wete,2024-01-29,Kashani chini,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,51,2,Zanzibar
Wete,2024-01-29,Chundo Milangni Kaskazini,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,52,2,Zanzibar
Wete,2024-01-31,Funzi,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,55,2,Zanzibar
Wete,NA,Mnarani Mnjee,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,60,3,Zanzibar
Wete,NA,Mnarani Mnjee,Bigeye Tuna,Thunnus obesus,Tuna,NA,130,35,Zanzibar
Wete,NA,Chundo Milangni Kaskazini,Bigeye Tuna,Thunnus obesus,Tuna,NA,63,3,Zanzibar
Wete,NA,Misali chini,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,74,5,Zanzibar
Wete,NA,Chundo Milangni Kaskazini,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,63,3,Zanzibar
Wete,NA,Chundo Milangni Kaskazini,Bigeye Tuna,Thunnus obesus,Tuna,NA,58,2.5,Zanzibar
Wete,NA,Kashani chini,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,56,2,Zanzibar
Wete,NA,Misali chini,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,56,2,Zanzibar
Wete,NA,Misali chini,Yellowfin Tuna,Thunnus albacares,Tuna,NA,136,35,Zanzibar
Wete,NA,Chundo Milangni Kaskazini,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,51,2,Zanzibar
Other,NA,EEZ,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,75,5,Mainland
Wete,NA,Chundo Milangni Kaskazini,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,52,2,Zanzibar
Wete,NA,Chundo Milangni Kaskazini,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,60,3,Zanzibar
Wete,NA,Chundo Milangni Kaskazini,Bigeye Tuna,Thunnus obesus,Tuna,NA,59,2,Zanzibar
Wete,2024-02-13,Kashani chini,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,55,2,Zanzibar
Wete,2024-02-15,Chundo Milangni Kaskazini,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,56,2,Zanzibar
Wete,2024-02-15,Mkondoni,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,61,3,Zanzibar
Wete,2024-02-25,Fundo,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,60,3,Zanzibar
Wete,2024-02-25,Fundo,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,59,3,Zanzibar
Wete,2024-02-25,Fundo,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,54,2,Zanzibar
Wete,2024-02-25,Chundo Milangni Kaskazini,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,55,2,Zanzibar
Feri,NA,Majomvi,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,60,3,Mainland
Feri,NA,Majomvi,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,57,3,Mainland
Feri,NA,Majomvi,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,63,4,Mainland
Feri,NA,Majomvi,Bigeye Tuna,Thunnus obesus,Tuna,NA,85,15,Mainland
Feri,NA,Majomvi,Bigeye Tuna,Thunnus obesus,Tuna,NA,87,15,Mainland
Feri,NA,Majomvi,Bigeye Tuna,Thunnus obesus,Tuna,NA,98,23,Mainland
Feri,NA,Majomvi,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,74,6,Mainland
Feri,NA,Majomvi,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,70,6,Mainland
Feri,NA,Majomvi,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,67,6,Mainland
Feri,NA,Majomvi,Bigeye Tuna,Thunnus obesus,Tuna,NA,87,14,Mainland
Feri,NA,Majomvi,Bigeye Tuna,Thunnus obesus,Tuna,NA,95,22,Mainland
Feri,NA,Majomvi,Bigeye Tuna,Thunnus obesus,Tuna,NA,109,23,Mainland
Feri,NA,Majomvi,Bigeye Tuna,Thunnus obesus,Tuna,NA,187,36,Mainland
Feri,NA,Majomvi,Bigeye Tuna,Thunnus obesus,Tuna,NA,78,14,Mainland
Feri,NA,Majomvi,Bigeye Tuna,Thunnus obesus,Tuna,NA,86,16,Mainland
Feri,NA,Majomvi,Bigeye Tuna,Thunnus obesus,Tuna,NA,79,15,Mainland
Feri,NA,Vyulu 2,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,63,4,Mainland
Feri,NA,Vyulu 2,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,72,6,Mainland
Feri,NA,Vyulu 2,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,65,6,Mainland
Feri,NA,Vyulu 2,Bigeye Tuna,Thunnus obesus,Tuna,NA,79,13,Mainland
Feri,NA,Vyulu 2,Bigeye Tuna,Thunnus obesus,Tuna,NA,87,14,Mainland
Feri,NA,Vyulu 2,Bigeye Tuna,Thunnus obesus,Tuna,NA,93,22,Mainland
Feri,NA,Bohari,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,63,5,Mainland
Feri,NA,Bohari,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,63,5,Mainland
Feri,NA,Bohari,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,64,5,Mainland
Feri,NA,Bohari,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,73,6,Mainland
Feri,NA,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,86,16,Mainland
Feri,NA,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,77,13,Mainland
Feri,NA,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,84,14,Mainland
Jimbiza,2024-02-25,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,80,9,Mainland
Jimbiza,2024-02-25,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,83,10,Mainland
Jimbiza,2024-02-25,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,58,6,Mainland
Jimbiza,2024-02-25,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,78,8,Mainland
Jimbiza,2024-02-25,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,76,8,Mainland
Jimbiza,2024-02-25,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,90,13,Mainland
Jimbiza,2024-02-25,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,72,6,Mainland
Jimbiza,2024-02-25,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,72,7,Mainland
Jimbiza,2024-02-25,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,71,7,Mainland
Jimbiza,2024-02-25,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,71,6,Mainland
Jimbiza,2024-02-29,Lukila,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,52,2,Mainland
Jimbiza,2024-02-29,Lukila,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,52,2,Mainland
Jimbiza,2024-02-29,Lukila,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,57,2.8,Mainland
Feri,2024-02-13,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,82,14,Mainland
Feri,2024-02-13,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,97,22,Mainland
Feri,2024-02-13,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,102,24,Mainland
Feri,2024-02-13,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,88,15,Mainland
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,87,8,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,85,8,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,89,8,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,87,8,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,87,8,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,86,8,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,86,7,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,84,8,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,87,8,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,87,8,Zanzibar
Nungwi,2024-01-13,Milango ya Mwera,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,66,5,Zanzibar
Nungwi,2024-01-13,Milango ya Mwera,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,65,5,Zanzibar
Nungwi,2024-01-13,Milango ya Mwera,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,64,5,Zanzibar
Nungwi,2024-01-13,Milango ya Mwera,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,64,5,Zanzibar
Nungwi,2024-01-13,Milango ya Mwera,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,69,5,Zanzibar
Nungwi,2024-01-13,Milango ya Mwera,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,65,5,Zanzibar
Nungwi,2024-01-18,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,85,8,Zanzibar
Nungwi,2024-01-18,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,86,8,Zanzibar
Nungwi,2024-01-18,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,86,8,Zanzibar
Nungwi,2024-01-18,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,86,8,Zanzibar
Nungwi,2024-01-18,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,86,8,Zanzibar
Nungwi,2024-01-18,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,85,8,Zanzibar
Nungwi,2024-01-18,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,85,8,Zanzibar
Nungwi,2024-01-18,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,87,8,Zanzibar
Nungwi,2024-01-18,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,88,8,Zanzibar
Nungwi,2024-01-18,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,87,8,Zanzibar
Nungwi,2024-01-18,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,87,8,Zanzibar
Nungwi,2024-01-18,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,85,8,Zanzibar
Nungwi,2024-01-18,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,86,8,Zanzibar
Nungwi,2024-01-18,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,86,8,Zanzibar
Nungwi,2024-01-18,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,88,8,Zanzibar
Nungwi,2024-01-22,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,83,8,Zanzibar
Nungwi,2024-01-22,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,86,8,Zanzibar
Nungwi,2024-01-22,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,89,8,Zanzibar
Nungwi,2024-01-22,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,84,8,Zanzibar
Nungwi,2024-01-22,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,85,8,Zanzibar
Nungwi,2024-01-22,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,85,8,Zanzibar
Wete,2024-02-29,Kundeni Chini,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,65,5,Zanzibar
Wete,NA,Kundeni Chini,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,64,4,Zanzibar
Wete,NA,Kundeni Chini,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,64,4,Zanzibar
Wete,NA,Kundeni Chini,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,56,2,Zanzibar
Wete,NA,Kashani chini,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,60,3,Zanzibar
Wete,NA,Kashani chini,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,65,4,Zanzibar
Wete,NA,Kashani chini,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,65,5,Zanzibar
Kunduchi,NA,Karage,Yellowfin Tuna,Thunnus albacares,Tuna,NA,103.8,18,Mainland
Kunduchi,NA,Karage,Yellowfin Tuna,Thunnus albacares,Tuna,NA,133.4,40,Mainland
Kunduchi,NA,Karage,Yellowfin Tuna,Thunnus albacares,Tuna,NA,199.5,18,Mainland
Kunduchi,NA,Karage,Yellowfin Tuna,Thunnus albacares,Tuna,NA,127.5,33,Mainland
Kunduchi,NA,Karage kubwa,Yellowfin Tuna,Thunnus albacares,Tuna,NA,81.5,15,Mainland
Kunduchi,NA,Karage kubwa,Yellowfin Tuna,Thunnus albacares,Tuna,NA,81.5,15,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,105,22,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,100,16,Mainland
Feri,2024-02-20,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,79,13,Mainland
Feri,2024-02-20,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,83,15,Mainland
Feri,2024-02-20,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,75,14,Mainland
Feri,2024-02-20,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,96,23,Mainland
Feri,2024-02-20,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,103,25,Mainland
Feri,2024-02-20,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,113,28,Mainland
Feri,2024-02-25,Vyulu 2,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,58,3,Mainland
Feri,2024-02-25,Vyulu 2,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,62,4,Mainland
Feri,2024-02-25,Vyulu 2,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,63,4,Mainland
Feri,2024-02-25,Vyulu 2,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,87,13,Mainland
Feri,2024-02-25,Vyulu 2,Bigeye Tuna,Thunnus obesus,Tuna,NA,87,13,Mainland
Feri,2024-02-25,Vyulu 2,Bigeye Tuna,Thunnus obesus,Tuna,NA,89,16,Mainland
Feri,2024-02-25,Vyulu 2,Bigeye Tuna,Thunnus obesus,Tuna,NA,98,23,Mainland
Feri,2024-02-25,Vyulu 2,Bigeye Tuna,Thunnus obesus,Tuna,NA,100,25,Mainland
Feri,2024-02-25,Majomvi,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,73,5,Mainland
Feri,2024-02-25,Majomvi,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,65,5,Mainland
Feri,2024-02-25,Majomvi,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,62,5,Mainland
Feri,2024-02-25,Majomvi,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,60,4,Mainland
Feri,2024-02-25,Majomvi,Bigeye Tuna,Thunnus obesus,Tuna,NA,79,12,Mainland
Feri,2024-02-25,Majomvi,Bigeye Tuna,Thunnus obesus,Tuna,NA,88,13,Mainland
Feri,2024-02-29,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,78,13,Mainland
Feri,2024-02-29,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,89,14,Mainland
Feri,2024-02-29,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,79,12,Mainland
Feri,2024-02-29,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,103,24,Mainland
Feri,2024-02-29,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,113,25,Mainland
Feri,2024-02-29,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,125,27,Mainland
Feri,NA,Bohari,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,59,4,Mainland
Feri,NA,Bohari,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,63,5,Mainland
Feri,NA,Bohari,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,71,6,Mainland
Feri,NA,Bohari,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,62,6,Mainland
Feri,NA,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,82,13,Mainland
Feri,NA,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,96,22,Mainland
Feri,NA,Vyulu,Bigeye Tuna,Thunnus obesus,Tuna,NA,85,13,Mainland
Feri,NA,Vyulu,Bigeye Tuna,Thunnus obesus,Tuna,NA,86,13,Mainland
Feri,NA,Vyulu,Bigeye Tuna,Thunnus obesus,Tuna,NA,74,12,Mainland
Feri,NA,Vyulu,Bigeye Tuna,Thunnus obesus,Tuna,NA,70,10,Mainland
Feri,NA,Majomvi,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,59,3,Mainland
Feri,NA,Majomvi,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,60,4,Mainland
Feri,NA,Majomvi,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,63,5,Mainland
Feri,NA,Majomvi,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,58,3,Mainland
Feri,NA,Majomvi,Bigeye Tuna,Thunnus obesus,Tuna,NA,79,13,Mainland
Feri,NA,Majomvi,Bigeye Tuna,Thunnus obesus,Tuna,NA,80,14,Mainland
Feri,NA,Majomvi,Bigeye Tuna,Thunnus obesus,Tuna,NA,93,22,Mainland
Feri,NA,Majomvi,Bigeye Tuna,Thunnus obesus,Tuna,NA,97,24,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,84,12,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,84,13,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,82,11,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,77,8,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,99,15,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,105,19,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,105,18,Mainland
Wete,NA,Kashani chini,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,62,3,Zanzibar
Wete,NA,Kashani chini,Yellowfin Tuna,Thunnus albacares,Tuna,NA,145,36,Zanzibar
Wete,NA,Chundo Milangni Kaskazini,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,67,4,Zanzibar
Wete,NA,Chundo Milangni Kaskazini,Bigeye Tuna,Thunnus obesus,Tuna,NA,80,4,Zanzibar
Wete,NA,Misali chini,Bigeye Tuna,Thunnus obesus,Tuna,NA,124,22,Zanzibar
Wete,NA,Chundo Milangni Kaskazini,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,79,5,Zanzibar
Wete,NA,Mnarani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,60,3,Zanzibar
Wete,2024-03-13,Chundo Milangni Kaskazini,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,60,3,Zanzibar
Wete,2024-03-13,Chundo Milangni Kaskazini,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,60,3,Zanzibar
Wete,2024-03-13,Chundo Milangni Kaskazini,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,60,3,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,56,3,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,56,3,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,58,3,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,57,3,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,56,3,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,56,3,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,58,3,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,55,3,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,57,3,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,58,3,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,57,3,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,57,3,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,59,3,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,59,3,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,57,3,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,57,3,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,59,3,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,54,3,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,60,3,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,65,3,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,65,3,Zanzibar
